6.913264547590020764e-04,9.143349885522286192e-04,9.589366953108739494e-04,8.399988106211531049e-04,8.102643394487229209e-04,9.663703131039814683e-04,9.738039308970889872e-04,1.167077993517885237e-03,1.248847789242068379e-03,1.300883113793821228e-03,1.048140108828164501e-03,1.233980553655853124e-03,1.233980553655853124e-03,1.575926972138800512e-03,1.494157176414617370e-03,1.635395914483660880e-03,1.746900181380274097e-03,2.036811275311468418e-03,1.865838066069995050e-03,2.148315542208081852e-03,2.178050013380511928e-03,2.178050013380511928e-03,2.222651720139157475e-03,2.378757693794416022e-03,2.676102405518717645e-03,3.032916059587880287e-03,3.352561624691504684e-03,2.958579881656804664e-03,3.583003776277838854e-03,3.835746781243495798e-03,4.133091492967797854e-03,4.036454461657399025e-03,4.675745591864648686e-03,5.099461806071779214e-03,5.426540988968510913e-03,6.214504475037911820e-03,6.229371710624126424e-03,6.913264547590020764e-03,7.530254824417948085e-03,7.760696976004281822e-03,9.046712854211887145e-03,9.916446136005471410e-03,1.106865689393714096e-02,1.173024887752371383e-02,1.358121970800749319e-02,1.475573131931848594e-02,1.617555231780202704e-02,1.810085932621688376e-02,2.068032470042520388e-02,2.247182658856412135e-02,2.522969878980702366e-02,2.847075614760191317e-02,3.188278671463828234e-02,3.557729475781273160e-02,4.064702209271207900e-02,4.559781154292170957e-02,5.092028188278671652e-02,5.616098242692754011e-02,6.184770003865481397e-02,6.683565757782998495e-02,7.134786357824626779e-02,7.397193065921323085e-02,7.560732657369688414e-02,7.606821087686956029e-02
2.115655853314527685e-03,2.115655853314527685e-03,2.339261756510371739e-03,2.115655853314527685e-03,2.442464481062299898e-03,2.992879012005917033e-03,2.631669476074168477e-03,2.580068113798204398e-03,3.096081736557845191e-03,3.096081736557845191e-03,3.096081736557845191e-03,3.715298083869414143e-03,3.749698992053390051e-03,3.491692180673569654e-03,3.680897175685438234e-03,3.732498537961402314e-03,4.196910798445079027e-03,4.334514431180983528e-03,4.334514431180983528e-03,4.626922150744779832e-03,4.747325329388696162e-03,5.056933503044480638e-03,5.280539406240325126e-03,5.435343493068216930e-03,5.744951666724001406e-03,5.332140768516288772e-03,6.002958478103822236e-03,6.690976641783343004e-03,6.260965289483642199e-03,6.880181636795211150e-03,6.484571192679486687e-03,7.912208882314492736e-03,8.944236127833774322e-03,8.772231586913894347e-03,9.890261102893116787e-03,1.018266882245691222e-02,1.052667790429667391e-02,1.030307200110082942e-02,1.133509924662011101e-02,1.159310605799993184e-02,1.345075509993463869e-02,1.367436100313048318e-02,1.379476418177439864e-02,1.558361140734115455e-02,1.661563865286043440e-02,1.728645636244796960e-02,1.948811448622243467e-02,2.093295262994943062e-02,2.052014173174171799e-02,2.236059031958443841e-02,2.449344662699095426e-02,2.614469021982180480e-02,2.765833017991674997e-02,3.178643916199387631e-02,3.465891499535588005e-02,3.710137947641817951e-02,3.966424713612439618e-02,4.176270253534693222e-02,4.685403694657538920e-02,5.067253775499672847e-02,5.378581994564656660e-02,6.006398568922219350e-02,6.273005607348033918e-02,7.105507585400254456e-02
5.044890979050876620e-03,4.161322502493943441e-03,4.731366680917770823e-03,4.645860054154196672e-03,4.645860054154196672e-03,4.731366680917770823e-03,5.130397605814450770e-03,5.130397605814450770e-03,5.073393187972067425e-03,5.842952828844235648e-03,5.871455037765426453e-03,5.928459455607809798e-03,6.755023514322359632e-03,6.641014678637594676e-03,6.669516887558785481e-03,6.355992589425680551e-03,6.641014678637594676e-03,7.581587573036910332e-03,7.125552230297847907e-03,8.009120706854781085e-03,8.465156049593844378e-03,7.097050021376657102e-03,7.895111871170016130e-03,8.351147213909077688e-03,7.724098617642866961e-03,8.607667094199800140e-03,9.548239988599115796e-03,9.348724526150776690e-03,9.719253242126264097e-03,1.134387915063417469e-02,1.077383497221034644e-02,1.154339461308251380e-02,1.171440786660966210e-02,1.239846088071825531e-02,1.268348296993017030e-02,1.259797634316659615e-02,1.256947413424540361e-02,1.462163317657118496e-02,1.368106028217186756e-02,1.536269060852215977e-02,1.581872595126122133e-02,1.667379221889696284e-02,1.769987174005985611e-02,1.658828559213338869e-02,1.901097335043465744e-02,1.881145788798632007e-02,1.963802194670086904e-02,2.094912355707567383e-02,2.220322074960809355e-02,2.371383782243123919e-02,2.425537979193387317e-02,2.496793501496365891e-02,2.602251674504774126e-02,2.884423542824568823e-02,3.081088784380789369e-02,3.120991876870457538e-02,3.266353142368533247e-02,3.346159327347869583e-02,3.451617500356277818e-02,3.785093344734216658e-02,3.765141798489383268e-02,4.292432663531423748e-02,4.506199230440359471e-02,4.588855636311814368e-02
6.297519391751785212e-03,7.871899239689731514e-03,7.603102680285691965e-03,6.719913985100990465e-03,6.988710544505030015e-03,8.639889409415560037e-03,6.950311036018739022e-03,8.332693341525228628e-03,8.063896782121188211e-03,8.639889409415560037e-03,8.563090392442976317e-03,8.140695799093771931e-03,8.908685968819598719e-03,8.294293833038937636e-03,9.100683511251055416e-03,8.255894324552644908e-03,9.331080562168804840e-03,9.331080562168804840e-03,9.484678596113970545e-03,1.055986483373012874e-02,1.125105598648337354e-02,1.075186237616158544e-02,1.102065893556562412e-02,1.075186237616158544e-02,1.067506335918900172e-02,1.094385991859304214e-02,1.198064664772290934e-02,1.267183780047615414e-02,1.190384763075032562e-02,1.301743337685277654e-02,1.351662698717456465e-02,1.351662698717456465e-02,1.386222256355118705e-02,1.374702403809231234e-02,1.463021273327701384e-02,1.489900929268105426e-02,1.374702403809231234e-02,1.482221027570847054e-02,1.643498963213270783e-02,1.616619307272866915e-02,1.635819061516012585e-02,1.777897242915290818e-02,1.697258275094078867e-02,1.777897242915290818e-02,1.758697488672145148e-02,1.747177636126257677e-02,1.900775670071423035e-02,2.054373704016588739e-02,2.077413409108363335e-02,2.200291836264495898e-02,2.307810460026111718e-02,2.311650410874740644e-02,2.315490361723369916e-02,2.638046233008217376e-02,2.699485446586283657e-02,2.611166577067813507e-02,2.695645495737654385e-02,2.791644266953383080e-02,2.910682743260886371e-02,2.906842792412257098e-02,2.952922202595806636e-02,3.006681514476614719e-02,3.290837877275171186e-02,3.294677828123800112e-02
9.284420289855072062e-03,8.922101449275361695e-03,1.109601449275362389e-02,8.378623188405797881e-03,1.014492753623188331e-02,1.123188405797101441e-02,9.148550724637681542e-03,9.782608695652174682e-03,1.077898550724637645e-02,1.068840579710144886e-02,1.073369565217391353e-02,1.050724637681159368e-02,1.277173913043478347e-02,1.182065217391304289e-02,1.250000000000000069e-02,1.254528985507246362e-02,1.014492753623188331e-02,1.209239130434782566e-02,1.231884057971014551e-02,1.209239130434782566e-02,1.195652173913043514e-02,1.222826086956521792e-02,1.381340579710144990e-02,1.471920289855072408e-02,1.376811594202898524e-02,1.385869565217391283e-02,1.336050724637681195e-02,1.227355072463768085e-02,1.444746376811594131e-02,1.354166666666666713e-02,1.394927536231884042e-02,1.281702898550724640e-02,1.376811594202898524e-02,1.589673913043478104e-02,1.576086956521739052e-02,1.779891304347826220e-02,1.607789855072463622e-02,1.603260869565217503e-02,1.657608695652174058e-02,1.598731884057971037e-02,1.580615942028985518e-02,1.639492753623188540e-02,1.820652173913043376e-02,1.598731884057971037e-02,1.793478260869565272e-02,1.861413043478260879e-02,1.693840579710145094e-02,1.961050724637681056e-02,1.879528985507246397e-02,1.834239130434782775e-02,2.006340579710145025e-02,2.078804347826087098e-02,2.051630434782608647e-02,2.101449275362318736e-02,2.124094202898550721e-02,2.232789855072463830e-02,2.250905797101449349e-02,2.323369565217391422e-02,2.423007246376811599e-02,2.436594202898550651e-02,2.490942028985507206e-02,2.341485507246376940e-02,2.549818840579710227e-02,2.364130434782608578e-02
1.221313897370235324e-02,1.344430217669654280e-02,1.137594799566630545e-02,1.236087855806165640e-02,1.191765980498374865e-02,1.290259036737909960e-02,1.275485078301979644e-02,1.378902787353491512e-02,1.280409731113956416e-02,1.216389244558258725e-02,1.526642371712794329e-02,1.305032995173840277e-02,1.433073968285235832e-02,1.300108342361863505e-02,1.290259036737909960e-02,1.305032995173840277e-02,1.388752092977445056e-02,1.309957647985817049e-02,1.388752092977445056e-02,1.452772579533142920e-02,1.447847926721166148e-02,1.541416330148724471e-02,1.521717718900817556e-02,1.497094454840933696e-02,1.595587511080468965e-02,1.487245149216980152e-02,1.531567024524770927e-02,1.398601398601398600e-02,1.531567024524770927e-02,1.437998621097212604e-02,1.541416330148724471e-02,1.546340982960701244e-02,1.526642371712794329e-02,1.506943760464887240e-02,1.620210775140352652e-02,1.630060080764306196e-02,1.472471190781050009e-02,1.669457303260120026e-02,1.684231261696050516e-02,1.442923273909189376e-02,1.585738205456515421e-02,1.600512163892445563e-02,1.679306608884073571e-02,1.570964247020584931e-02,1.787648970747562210e-02,1.610361469516399108e-02,1.738402442627794836e-02,1.684231261696050516e-02,1.802422929183492700e-02,1.886142026987097306e-02,1.763025706687678523e-02,1.767950359499655122e-02,1.846744804491283476e-02,1.831970846055352986e-02,1.881217374175120707e-02,1.797498276371515755e-02,1.777799665123608666e-02,1.925539249482911483e-02,1.881217374175120707e-02,1.841820151679306530e-02,1.871368068551167163e-02,1.999409041662562891e-02,1.950162513542795170e-02,2.014183000098493034e-02
1.436621148281638609e-02,1.593989542616376306e-02,1.797045535306360589e-02,1.634600741154373232e-02,1.522919945174881946e-02,1.609218742068125457e-02,1.512767145540382802e-02,1.654906340423371869e-02,1.533072744809381265e-02,1.548301944261130068e-02,1.553378344078379554e-02,1.599065942433626139e-02,1.517843545357632287e-02,1.456926747550637072e-02,1.604142342250875625e-02,1.446773947916137927e-02,1.634600741154373232e-02,1.568607543530128531e-02,1.517843545357632287e-02,1.568607543530128531e-02,1.680288339509619644e-02,1.507690745723133142e-02,1.543225544443880409e-02,1.614295141885374943e-02,1.416315549012640319e-02,1.522919945174881946e-02,1.548301944261130068e-02,1.456926747550637072e-02,1.492461546271384339e-02,1.609218742068125457e-02,1.538149144626630750e-02,1.781816335854611785e-02,1.406162749378141001e-02,1.578760343164627503e-02,1.553378344078379554e-02,1.578760343164627503e-02,1.502614345905883483e-02,1.431544748464389123e-02,1.670135539875120673e-02,1.659982740240621354e-02,1.766587136402862981e-02,1.522919945174881946e-02,1.548301944261130068e-02,1.512767145540382802e-02,1.609218742068125457e-02,1.781816335854611785e-02,1.512767145540382802e-02,1.710746738413117252e-02,1.654906340423371869e-02,1.502614345905883483e-02,1.533072744809381265e-02,1.568607543530128531e-02,1.451850347733387413e-02,1.522919945174881946e-02,1.517843545357632287e-02,1.548301944261130068e-02,1.492461546271384339e-02,1.446773947916137927e-02,1.568607543530128531e-02,1.451850347733387413e-02,1.619371541702624429e-02,1.533072744809381265e-02,1.634600741154373232e-02,1.583836742981877335e-02
1.928783382789317491e-02,1.943620178041543037e-02,1.928783382789317491e-02,1.958456973293768583e-02,1.824925816023739017e-02,1.983184965380811043e-02,1.819980217606330386e-02,1.735905044510385742e-02,1.834817012858555932e-02,1.790306627101879294e-02,1.844708209693372847e-02,1.785361028684470663e-02,1.706231454005934650e-02,1.780415430267062379e-02,1.740850642927794373e-02,1.632047477744807268e-02,1.918892185954500576e-02,1.859545004945598393e-02,1.834817012858555932e-02,1.686449060336300820e-02,1.696340257171117735e-02,1.587537091988130630e-02,1.607319485657764460e-02,1.765578635014836834e-02,1.636993076162215552e-02,1.646884272997032814e-02,1.478733926805143352e-02,1.592482690405538914e-02,1.612265084075173091e-02,1.676557863501483558e-02,1.641938674579624183e-02,1.350148367952522244e-02,1.592482690405538914e-02,1.547972304648862450e-02,1.493570722057368898e-02,1.651829871414441098e-02,1.379821958456973335e-02,1.533135509396637078e-02,1.389713155291790250e-02,1.399604352126607339e-02,1.473788328387734894e-02,1.518298714144411532e-02,1.434223541048466888e-02,1.547972304648862450e-02,1.404549950544015796e-02,1.364985163204747790e-02,1.364985163204747790e-02,1.409495548961424254e-02,1.330365974282888240e-02,1.364985163204747790e-02,1.355093966369930701e-02,1.285855588526211603e-02,1.315529179030662695e-02,1.543026706231453993e-02,1.186943620178041586e-02,1.186943620178041586e-02,1.152324431256182037e-02,1.399604352126607339e-02,1.399604352126607339e-02,1.320474777448071152e-02,1.083086053412462939e-02,1.216617210682492504e-02,1.330365974282888240e-02,1.191889218595450044e-02
2.416700482438342498e-02,2.394156634654402704e-02,2.502367104017313645e-02,2.367104017313675229e-02,2.497858334460525617e-02,2.398665404211190733e-02,2.326525091302583670e-02,2.195770774155732935e-02,2.200279543712520963e-02,2.069525226565670228e-02,2.101086613463185732e-02,2.173226926371793141e-02,1.938770909418819494e-02,1.956805987645971259e-02,1.839577979169484609e-02,1.794490283601605021e-02,1.785472744488029312e-02,1.808016592271969106e-02,1.803507822715181078e-02,1.762928896704089518e-02,1.681771044681906399e-02,1.767437666260877546e-02,1.708823662022633874e-02,1.794490283601605021e-02,1.672753505568330343e-02,1.636683349114026811e-02,1.573560575318995458e-02,1.541999188421479781e-02,1.569051805762207430e-02,1.618648270886875046e-02,1.420262410388205103e-02,1.645700888227602521e-02,1.451823797285720780e-02,1.546507957978267810e-02,1.469858875512872545e-02,1.541999188421479781e-02,1.447315027728932751e-02,1.442806258172144897e-02,1.321069480138870045e-02,1.321069480138870045e-02,1.257946706343838691e-02,1.298525632354930424e-02,1.366157175706749632e-02,1.176788854321655572e-02,1.294016862798142396e-02,1.032508228504441100e-02,1.149736236980927924e-02,1.176788854321655572e-02,1.127192389196988130e-02,1.109157310969836364e-02,1.127192389196988130e-02,1.068578384958744805e-02,9.693854547094097468e-03,1.131701158753776158e-02,1.127192389196988130e-02,1.050543306731592866e-02,1.154245006537715779e-02,1.027999458947653245e-02,1.055052076288380894e-02,9.513503764822579811e-03,1.095631002299472453e-02,8.431399071193472136e-03,1.082104693629108542e-02,8.205960593354074198e-03
3.146067415730337269e-02,3.153685012378594499e-02,3.214625785564654420e-02,2.898495524661969316e-02,2.925157112930870315e-02,3.031803466006475004e-02,2.669967625214244786e-02,2.551894877166253905e-02,2.601409255379927635e-02,2.597600457055799020e-02,2.391925347552847220e-02,2.270043801180727377e-02,2.285278994477242531e-02,2.292896591125499761e-02,2.361454960959817259e-02,2.220529422967053995e-02,1.912016758712626122e-02,1.965339935250428466e-02,1.912016758712626122e-02,1.912016758712626122e-02,1.771091220719862858e-02,1.801561607312892818e-02,1.645400876023614400e-02,1.653018472671871977e-02,1.656827270996000592e-02,1.531136926299752482e-02,1.607312892782327210e-02,1.588268901161683441e-02,1.569224909541039673e-02,1.336888211769186874e-02,1.363549800038088046e-02,1.458769758141306369e-02,1.390211388306989218e-02,1.264521043610740761e-02,1.279756236907255741e-02,1.249285850314225781e-02,1.188345077128166033e-02,1.176918682155779841e-02,1.058845934107788961e-02,1.028375547514759174e-02,1.165492287183393649e-02,1.131213102266235074e-02,1.024566749190630385e-02,1.043610740811273981e-02,1.161683488859264861e-02,9.179203961150256968e-03,1.028375547514759174e-02,8.760236145496095445e-03,9.483907827080556574e-03,8.988764044943821016e-03,8.074652447152923934e-03,8.798324128737383329e-03,8.645972195772233526e-03,8.950676061702533132e-03,7.236716815844600886e-03,8.607884212530945642e-03,8.607884212530945642e-03,7.198628832603313869e-03,7.160540849362025985e-03,7.389068748809750689e-03,7.769948581222624329e-03,7.084364882879451951e-03,6.627309083984003410e-03,6.551133117501428509e-03
